ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey,width,height,colors
878,rUusA,6A. Git · Changes · Desktop light,i0uuB,New task icon,Settings,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Settings,rUusA/AZk3e/KQyUm/v1fIi/s5hjd/vmAq6,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5,15px,15px,#667084
879,rUusA,6A. Git · Changes · Desktop light,tpR2o,Reference status glyph,#217,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,rUusA/AZk3e/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/J8NKlV,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
880,rUusA,6A. Git · Changes · Desktop light,pxKG3,Reference status glyph,#214,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Linked issue #214,rUusA/AZk3e/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/nEshW,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
881,rUusA,6A. Git · Changes · Desktop light,k0FH3A,Pin or unpin session,Fixing finalization failure #217 #214,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,rUusA/AZk3e/KQyUm/v1fIi/rPX7U/jJ7oW,lucide,pin,box-sizing: border-box; flex-shrink: 0; height: 18px; position: relative; width: 18px; z-index: 1,#6D28D9,icons/lucide-pin-497f00cc15b7.svg,lucide/pin/497f00cc15b7,18px,18px,#6D28D9
882,rUusA,6A. Git · Changes · Desktop light,owP9r,Reference status glyph,#217,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker > Session labels > Optional tracker reference line > Optional PR or issue,rUusA/AZk3e/KQyUm/v1fIi/rPX7U/iIdSn/Cp7J6/bJSQJ/Ewjd8/wK28r/aiwkj,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
883,rUusA,6A. Git · Changes · Desktop light,skK4N,Reference status glyph,#214,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,rUusA/AZk3e/KQyUm/v1fIi/rPX7U/ueKrJ/tzf9H/BlJcL/lBd6J/u4ALzs/P799t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
884,rUusA,6A. Git · Changes · Desktop light,guVeT,Project folder,website feature/accessibility-audit,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,rUusA/AZk3e/KQyUm/v1fIi/iiyFT,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#4B5566
885,rUusA,6A. Git · Changes · Desktop light,h5Hh5,Expand project,website feature/accessibility-audit,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,rUusA/AZk3e/KQyUm/v1fIi/iiyFT,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
886,rUusA,6A. Git · Changes · Desktop light,ek9pr,Reference status glyph,#91,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Watch preview deployment > Session labels > Optional tracker reference line > Optional PR or issue,rUusA/AZk3e/KQyUm/v1fIi/Qvl1P/VCWtM/reZJA/oNbYA/N0SF1t,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,12px,12px,#6D28D9
887,rUusA,6A. Git · Changes · Desktop light,ek9pr,Reference status glyph,#298,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Replace legacy carousel > Session labels > Optional tracker reference line > Optional PR or issue,rUusA/AZk3e/KQyUm/v1fIi/Qvl1P/EZIFQ/reZJA/oNbYA/N0SF1t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
888,rUusA,6A. Git · Changes · Desktop light,M4JTn,Project folder,earwitness,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,rUusA/AZk3e/KQyUm/v1fIi/joqG3,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,18px,18px,#4B5566
889,rUusA,6A. Git · Changes · Desktop light,MCh44,Expand project,earwitness,6A. Git · Changes · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,rUusA/AZk3e/KQyUm/v1fIi/joqG3,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0,16px,16px,#4B5566
890,rUusA,6A. Git · Changes · Desktop light,aVc2I,All tasks icon,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > All tasks button,rUusA/AZk3e/um4Dd/IqgWF/RsiQK,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3,17px,17px,#4B5566
891,rUusA,6A. Git · Changes · Desktop light,P71NN,Add project icon,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Add project button,rUusA/AZk3e/um4Dd/IqgWF/ZTqX3,lucide,folder-plus,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-folder-plus-87f0433c6541.svg,lucide/folder-plus/87f0433c6541,17px,17px,#4B5566
892,rUusA,6A. Git · Changes · Desktop light,fabdc,Global settings icon,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Global settings button,rUusA/AZk3e/um4Dd/IqgWF/y8S6RQ,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e,17px,17px,#4B5566
893,rUusA,6A. Git · Changes · Desktop light,uGBu4,Tools icon,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,rUusA/AZk3e/um4Dd/IqgWF/KjyBP,lucide,wrench,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-wrench-c007132f26fe.svg,lucide/wrench/c007132f26fe,17px,17px,#4B5566
894,rUusA,6A. Git · Changes · Desktop light,kDEIk,Tools menu chevron,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,rUusA/AZk3e/um4Dd/IqgWF/KjyBP,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,10px,10px,#667084
895,rUusA,6A. Git · Changes · Desktop light,n1KYP,Theme icon,,6A. Git · Changes · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Theme button,rUusA/AZk3e/um4Dd/IqgWF/VfHlv,lucide,sun-moon,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-sun-moon-e715c2aaac76.svg,lucide/sun-moon/e715c2aaac76,17px,17px,#4B5566
896,rUusA,6A. Git · Changes · Desktop light,zqnP1,Project folder,cezar / Git · Changes main,6A. Git · Changes · Desktop light > Page workspace > Shared page breadcrumb,rUusA/MDf2j/dwiQW,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#667084
897,rUusA,6A. Git · Changes · Desktop light,UioH1,Isolated worktree indicator,cezar / Git · Changes main,6A. Git · Changes · Desktop light > Page workspace > Shared page breadcrumb,rUusA/MDf2j/dwiQW,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94,16px,16px,#6D28D9
898,rUusA,6A. Git · Changes · Desktop light,d9Mz9,Action icon,main,6A. Git · Changes · Desktop light > Page workspace > Page content > Repository controls > main,rUusA/MDf2j/RFCPk/ZTk69/dZbfp,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,16px,16px,#4B5566
899,rUusA,6A. Git · Changes · Desktop light,wOyou,Action icon,Pull,6A. Git · Changes · Desktop light > Page workspace > Page content > Repository controls > Pull,rUusA/MDf2j/RFCPk/ZTk69/y5HvyN,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#0F172A,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,16px,16px,#0F172A
900,rUusA,6A. Git · Changes · Desktop light,r4hFLA,Action icon,Unified,6A. Git · Changes · Desktop light > Page workspace > Page content > Change summary > Diff mode > Unified,rUusA/MDf2j/RFCPk/ErUMQ/szQc8/rzXII,lucide,align-left,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-align-left-0a294e9294c5.svg,lucide/align-left/0a294e9294c5,16px,16px,#4B5566
901,rUusA,6A. Git · Changes · Desktop light,r6fOd,Action icon,Split,6A. Git · Changes · Desktop light > Page workspace > Page content > Change summary > Diff mode > Split,rUusA/MDf2j/RFCPk/ErUMQ/szQc8/XnbzQ,lucide,columns-2,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-columns-2-d017226957a1.svg,lucide/columns-2/d017226957a1,16px,16px,#4B5566
902,rUusA,6A. Git · Changes · Desktop light,G7ldvj,File,.opencode/apptension.json +3 −0,6A. Git · Changes · Desktop light > Page workspace > Page content > File tree and diff > Diff previews > Selected config diff > File diff heading,rUusA/MDf2j/RFCPk/Vo6tv/vqPEz/SvpqR/E77gbB,lucide,file-code,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-file-code-7d20e5cf9bd4.svg,lucide/file-code/7d20e5cf9bd4,16px,16px,#667084
903,rUusA,6A. Git · Changes · Desktop light,qjHT1,Action icon,Expand file diff,6A. Git · Changes · Desktop light > Page workspace > Page content > File tree and diff > Diff previews > Plugin diff summary > Expand file diff,rUusA/MDf2j/RFCPk/Vo6tv/vqPEz/Dm7Vn/GaHYN,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
904,p8bEI,6C. Git · Changes · Mobile light,fDgNy,Open navigation,Cezarion cezar,6C. Git · Changes · Mobile light > Shared mobile header,p8bEI/XoES5,lucide,menu,box-sizing: border-box; flex-shrink: 0; height: 20px; width: 20px,#667084,icons/lucide-menu-fdc199b4cb7c.svg,lucide/menu/fdc199b4cb7c,20px,20px,#667084
905,p8bEI,6C. Git · Changes · Mobile light,hdpfq,Project,cezar,6C. Git · Changes · Mobile light > Shared mobile header > Project picker,p8bEI/XoES5/CT1L1,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#667084
906,p8bEI,6C. Git · Changes · Mobile light,H9qx4,Change project,cezar,6C. Git · Changes · Mobile light > Shared mobile header > Project picker,p8bEI/XoES5/CT1L1,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#667084
907,p8bEI,6C. Git · Changes · Mobile light,vufUy,Action icon,main,6C. Git · Changes · Mobile light > Page content > Repository controls > main,p8bEI/s5Qfu/I9G8zy/RwwFB,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,16px,16px,#4B5566
908,p8bEI,6C. Git · Changes · Mobile light,thcG7,Action icon,Pull,6C. Git · Changes · Mobile light > Page content > Repository controls > Pull,p8bEI/s5Qfu/I9G8zy/C39ol,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#0F172A,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,16px,16px,#0F172A
909,p8bEI,6C. Git · Changes · Mobile light,A2Vif,Action icon,Unified,6C. Git · Changes · Mobile light > Page content > Change summary > Diff mode > Unified,p8bEI/s5Qfu/AqzJQ/X3k5o/W2a4P,lucide,align-left,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-align-left-0a294e9294c5.svg,lucide/align-left/0a294e9294c5,16px,16px,#4B5566
910,p8bEI,6C. Git · Changes · Mobile light,wKUhe,Action icon,Split,6C. Git · Changes · Mobile light > Page content > Change summary > Diff mode > Split,p8bEI/s5Qfu/AqzJQ/X3k5o/StvzP,lucide,columns-2,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-columns-2-d017226957a1.svg,lucide/columns-2/d017226957a1,16px,16px,#4B5566
911,p8bEI,6C. Git · Changes · Mobile light,vzHk7,File,.opencode/apptension.json +3 −0,6C. Git · Changes · Mobile light > Page content > File tree and diff > Diff previews > Selected config diff > File diff heading,p8bEI/s5Qfu/TwbCs/V9u68/i2zsdH/jTqSl,lucide,file-code,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-file-code-7d20e5cf9bd4.svg,lucide/file-code/7d20e5cf9bd4,16px,16px,#667084
912,p8bEI,6C. Git · Changes · Mobile light,DLfkn,Action icon,Expand file diff,6C. Git · Changes · Mobile light > Page content > File tree and diff > Diff previews > Plugin diff summary > Expand file diff,p8bEI/s5Qfu/TwbCs/V9u68/MaJj8/LRX9Z,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
913,qxKBh,6B. Git · Changes · Desktop dark,Miq1Y,Search,Search… ⌘K,6B. Git · Changes · Desktop dark > Shared project navigation > Search tasks,qxKBh/zPPmb/zmwW1,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3,16px,16px,#8992A6
914,qxKBh,6B. Git · Changes · Desktop dark,Zl85A,New task icon,New task,6B. Git · Changes · Desktop dark > Shared project navigation > Workspace links > New task,qxKBh/zPPmb/KZzFc/BmQeP,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254,18px,18px,#8992A6
915,qxKBh,6B. Git · Changes · Desktop dark,O5FimD,Project folder,iac main,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,qxKBh/zPPmb/KQyUm/v1fIi/v4agI,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#AFB5C5,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#AFB5C5
916,qxKBh,6B. Git · Changes · Desktop dark,IsuOX,Expand project,iac main,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,qxKBh/zPPmb/KQyUm/v1fIi/v4agI,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#AFB5C5,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#AFB5C5
917,qxKBh,6B. Git · Changes · Desktop dark,a5Y7JP,New task icon,Tasks,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Tasks,qxKBh/zPPmb/KQyUm/v1fIi/s5hjd/VCFvJ,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c,15px,15px,#8992A6
918,qxKBh,6B. Git · Changes · Desktop dark,hHOuY,New task icon,Git,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Git,qxKBh/zPPmb/KQyUm/v1fIi/s5hjd/Kc4cv,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,15px,15px,#8992A6
919,qxKBh,6B. Git · Changes · Desktop dark,P2vbl,New task icon,GitHub,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > GitHub,qxKBh/zPPmb/KQyUm/v1fIi/s5hjd/Mu3ek,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86,15px,15px,#8992A6
920,qxKBh,6B. Git · Changes · Desktop dark,S7MZN4,New task icon,Skills,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Skills,qxKBh/zPPmb/KQyUm/v1fIi/s5hjd/jFls7,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a,15px,15px,#8992A6
921,qxKBh,6B. Git · Changes · Desktop dark,v2mWUn,New task icon,Workflows,6B. Git · Changes · Desktop dark > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Workflows,qxKBh/zPPmb/KQyUm/v1fIi/s5hjd/a9yTex,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44,15px,15px,#8992A6
